observed_on,user_id,created_at,taxon_family_name,taxon_genus_name,taxon_species_name,broader,establishment_means
4/03/2021,3678274,2021-03-12 12:23:17 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
3/09/2021,4887682,2021-09-03 08:48:40 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
1/01/2022,265090,2022-01-01 19:34:27 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
1/01/2022,265090,2022-01-01 21:51:30 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
4/02/2022,2705795,2022-02-04 15:22:51 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
13/04/2022,5436874,2022-05-08 02:01:54 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
12/06/2022,2479985,2022-06-15 10:50:15 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
24/07/2022,265090,2022-07-25 19:02:14 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
14/08/2022,265090,2022-08-14 05:34:19 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
11/09/2022,1175154,2022-09-11 07:20:12 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
29/05/2022,4378750,2022-12-11 10:09:49 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
3/01/2023,576419,2023-01-02 22:28:33 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
11/03/2023,745089,2023-03-11 20:56:57 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
10/04/2023,6437775,2023-04-10 08:56:06 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
12/04/2023,6592640,2023-04-13 03:59:25 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
16/07/2023,2366151,2023-07-16 11:04:20 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
21/08/2023,4177273,2023-08-21 22:23:11 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
24/09/2023,661392,2023-09-28 14:03:02 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
8/10/2023,7143748,2023-10-08 05:53:31 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
28/12/2023,7464766,2023-12-30 11:21:24 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
21/04/2024,265090,2024-04-21 06:23:00 UTC,Myrtaceae,Angophora,Angophora costata,3.dicot,native
2/11/2011,2991,2013-06-10 20:52:53 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
2/01/2015,62990,2015-01-02 06:24:16 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
1/11/2017,689909,2017-10-31 21:45:11 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
18/08/2019,265090,2019-08-20 18:39:11 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
1/12/2014,38771,2019-12-05 00:20:44 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
3/11/2018,2488549,2019-12-19 20:24:08 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
12/01/2020,2488549,2020-01-12 07:28:26 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
16/10/2005,2584563,2020-04-04 06:22:12 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
22/03/2020,2633838,2020-04-11 11:32:58 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
23/05/2020,62599,2020-05-23 11:11:43 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
23/02/2020,2698489,2020-05-23 12:24:03 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
10/10/2020,2779982,2020-10-11 03:14:36 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
18/10/2020,265090,2020-10-19 07:17:14 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
18/10/2020,265090,2020-10-19 08:30:16 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
18/10/2020,265090,2020-10-19 19:23:59 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
12/12/2020,3063457,2020-12-13 11:03:43 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
12/12/2020,3063457,2020-12-13 11:12:37 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
12/12/2020,2399118,2020-12-13 21:48:00 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
28/12/2020,2488549,2020-12-28 20:58:13 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
1/01/2021,2376854,2021-01-01 14:39:50 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
7/02/2021,2376854,2021-02-07 08:31:02 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
28/02/2021,2376854,2021-02-28 11:56:04 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
3/07/2021,3978426,2021-07-03 06:59:48 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
21/05/2021,4743351,2021-07-20 10:25:38 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
28/04/2021,4743351,2021-07-20 11:17:56 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
29/08/2020,4743351,2021-07-25 12:03:22 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
18/11/2020,3313573,2021-07-26 11:42:46 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
3/12/2019,4743351,2021-08-02 11:30:40 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
3/12/2019,4743351,2021-08-02 11:30:40 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
3/12/2019,4743351,2021-08-02 11:30:40 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
5/09/2021,2488549,2021-09-05 10:39:03 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
6/09/2021,4887682,2021-09-06 09:17:06 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
10/09/2021,2488549,2021-09-10 10:44:10 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
18/09/2021,4945027,2021-09-18 10:02:36 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
24/09/2021,4916136,2021-09-24 14:26:38 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
27/09/2021,4916136,2021-09-29 13:10:46 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
28/09/2021,4743351,2021-10-01 07:22:24 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
3/10/2021,2488549,2021-10-03 09:45:19 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
18/10/2021,5136334,2021-10-19 02:55:41 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
6/11/2021,2376854,2021-11-08 00:13:07 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
19/11/2021,2488549,2021-11-20 02:23:19 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
27/12/2019,18575,2021-12-06 07:58:42 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
8/12/2021,4002123,2021-12-11 09:35:27 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
21/12/2021,738376,2021-12-23 11:54:57 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
31/12/2021,2488549,2021-12-31 09:29:06 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
1/01/2022,2317723,2021-12-31 23:41:50 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
1/01/2022,265090,2022-01-01 21:58:07 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
1/01/2022,265090,2022-01-02 00:27:35 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
1/01/2022,265090,2022-01-02 00:40:33 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
29/12/2019,5283632,2022-01-10 09:06:18 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
8/12/2018,5376779,2022-03-03 11:06:50 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
30/04/2022,1138587,2022-04-30 09:41:58 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
30/04/2022,1138587,2022-04-30 09:41:59 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
17/11/2021,3880468,2022-05-04 14:23:13 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
18/01/1988,717200,2022-06-17 02:20:50 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
24/07/2022,265090,2022-07-25 11:13:04 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
25/09/2022,1138587,2022-09-25 06:58:32 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
4/10/2022,3678274,2022-10-12 06:31:19 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
29/10/2022,1175154,2022-10-29 05:12:50 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
29/10/2022,1175154,2022-10-29 05:14:45 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
2/11/2022,2631448,2022-11-05 04:59:02 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
10/12/2022,3382917,2022-12-10 11:33:32 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/12/2022,6332085,2022-12-11 07:19:02 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
10/12/2022,3879318,2022-12-11 09:30:30 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
14/12/2022,1974770,2022-12-14 05:46:44 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
15/12/2022,6331842,2022-12-17 22:05:50 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
9/12/2022,2531563,2022-12-22 09:44:19 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
20/12/2022,3280868,2022-12-24 05:48:39 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
26/12/2022,6020519,2022-12-26 06:47:15 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
27/12/2022,3978191,2022-12-27 04:40:42 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
31/12/2022,3932690,2023-01-01 05:48:48 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
1/01/2023,3978191,2023-01-01 13:12:51 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
1/01/2023,2376854,2023-01-01 15:40:37 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
4/01/2023,5027854,2023-01-05 03:33:47 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
26/01/2023,2376854,2023-01-27 12:25:32 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/03/2023,1175154,2023-03-11 08:05:03 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/03/2023,1175154,2023-03-11 08:06:11 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
5/04/2023,1809954,2023-04-06 22:54:30 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
12/05/2023,2531563,2023-05-31 00:17:01 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
4/01/2023,4916136,2023-07-12 13:34:48 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
16/07/2023,2366151,2023-07-16 11:02:42 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/08/2023,4743351,2023-08-12 12:27:06 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
14/08/2023,4059674,2023-08-14 05:58:15 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
20/08/2023,5150199,2023-08-24 12:38:09 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
20/09/2023,5435930,2023-09-25 12:15:15 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
24/09/2023,1138587,2023-09-26 11:45:54 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
24/09/2023,661392,2023-09-29 14:08:37 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
14/10/2023,1175154,2023-10-14 09:52:24 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
20/10/2023,4453532,2023-10-20 09:38:08 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
16/10/2023,2754606,2023-10-23 23:38:43 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
21/10/2023,1708045,2023-10-24 04:39:35 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
29/10/2023,7487860,2023-10-28 23:11:03 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
5/11/2023,1437366,2023-11-05 20:51:59 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
6/11/2023,2441642,2023-11-06 01:21:53 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
16/09/2023,745089,2023-11-07 06:01:42 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
8/11/2023,6603620,2023-11-08 04:27:32 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
22/11/2023,4410852,2023-11-22 09:46:01 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
27/11/2023,7204155,2023-11-27 08:37:27 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
27/11/2023,6983320,2023-11-27 11:17:46 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
26/11/2023,1438982,2023-11-29 21:24:39 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
30/11/2023,3175896,2023-11-30 06:33:50 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/11/2023,6209647,2023-11-30 09:09:59 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
30/11/2023,5188972,2023-11-30 13:18:20 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
30/11/2023,3936801,2023-12-02 00:17:00 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
7/12/2023,5183897,2023-12-07 01:39:17 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/12/2023,164735,2023-12-11 07:57:05 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/12/2023,164735,2023-12-11 07:57:48 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/12/2023,164735,2023-12-11 07:58:12 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/12/2023,164735,2023-12-11 07:58:18 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/12/2023,164735,2023-12-11 07:59:24 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/12/2023,164735,2023-12-11 07:59:30 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/12/2023,164735,2023-12-11 08:09:23 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
15/12/2023,6542702,2023-12-14 18:58:23 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
11/12/2023,164735,2023-12-17 15:14:50 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
8/12/2023,6308847,2023-12-24 05:47:00 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
27/12/2023,3866035,2023-12-27 05:35:51 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
28/12/2023,7464766,2023-12-28 11:15:25 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
28/12/2023,7464766,2023-12-29 04:39:31 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
28/12/2023,7464766,2023-12-31 02:55:24 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
2/01/2024,661392,2024-01-02 06:22:41 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
2/01/2024,1138587,2024-01-02 09:12:26 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
19/12/2022,4493686,2024-02-09 09:34:17 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
9/02/2024,37233,2024-02-16 09:53:05 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
20/02/2024,4743351,2024-02-20 23:21:08 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
3/03/2024,3026110,2024-03-03 21:55:51 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
14/09/2022,745089,2024-03-29 03:15:53 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
16/04/2024,3936801,2024-04-16 12:23:56 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
19/05/2024,319382,2024-05-19 00:18:24 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
2/12/2023,8036011,2024-05-23 05:33:12 UTC,Myrtaceae,Angophora,Angophora hispida,3.dicot,native
23/10/2020,3654699,2020-10-26 05:36:06 UTC,Poaceae,Anisopogon,Anisopogon avenaceus,4.monocot,native
28/10/2023,2631448,2023-10-29 02:37:26 UTC,Poaceae,Anisopogon,Anisopogon avenaceus,4.monocot,native
22/09/2018,2488549,2019-12-20 02:22:29 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
16/08/2019,64271,2020-05-23 00:14:51 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
29/08/2020,2488549,2020-08-29 10:09:00 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
23/08/2020,575123,2020-09-05 07:12:13 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
30/08/2021,4916136,2021-08-30 08:34:45 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
21/09/2021,4743351,2021-09-21 13:10:20 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
4/09/2016,2451999,2022-02-06 04:51:40 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
25/09/2022,6385192,2022-12-19 01:46:14 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
29/07/2023,2650798,2023-07-30 10:28:35 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
28/08/2023,3678274,2023-08-28 13:24:25 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
5/09/2023,3678274,2023-09-05 22:29:33 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
19/08/2023,4317345,2023-09-07 22:50:40 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
5/09/2023,4743351,2023-09-14 11:56:19 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
5/09/2023,4743351,2023-09-14 11:56:20 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
24/09/2023,1138587,2023-09-26 11:42:12 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
24/09/2023,661392,2023-09-29 12:23:42 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
7/09/2023,6516136,2023-10-04 01:18:08 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
22/10/2023,2583877,2023-10-22 00:36:45 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
10/09/2023,4317345,2024-01-06 18:38:38 UTC,Fabaceae,Aotus,Aotus ericoides,3.dicot,native
24/09/2021,4887682,2021-09-24 05:36:43 UTC,Aphanopetalaceae,Aphanopetalum,Aphanopetalum resinosum,3.dicot,native
18/09/2021,4945027,2021-09-18 10:17:12 UTC,Vitaceae,Apocissus,Apocissus antarctica,3.dicot,native
20/03/2023,1259195,2023-03-26 10:27:46 UTC,Vitaceae,Apocissus,Apocissus antarctica,3.dicot,native
27/05/2023,5283632,2023-05-29 11:29:52 UTC,Vitaceae,Apocissus,Apocissus antarctica,3.dicot,native
22/03/2024,7134096,2024-03-22 08:43:17 UTC,Vitaceae,Apocissus,Apocissus antarctica,3.dicot,native
3/04/2020,2488549,2020-04-03 09:09:38 UTC,Vitaceae,Apocissus,Apocissus hypoglauca,3.dicot,native
5/08/2020,793005,2020-08-06 01:05:37 UTC,Vitaceae,Apocissus,Apocissus hypoglauca,3.dicot,native
3/03/2021,2602714,2021-03-03 10:00:36 UTC,Vitaceae,Apocissus,Apocissus hypoglauca,3.dicot,native
24/09/2021,4887682,2021-09-24 05:36:43 UTC,Vitaceae,Apocissus,Apocissus hypoglauca,3.dicot,native
26/10/2021,4743351,2021-10-30 01:57:52 UTC,Vitaceae,Apocissus,Apocissus hypoglauca,3.dicot,native
13/02/2022,4025155,2022-02-13 08:45:50 UTC,Vitaceae,Apocissus,Apocissus hypoglauca,3.dicot,native
9/06/2022,2373989,2022-06-09 03:00:19 UTC,Vitaceae,Apocissus,Apocissus hypoglauca,3.dicot,native
28/09/2022,4916136,2022-09-29 06:00:29 UTC,Vitaceae,Apocissus,Apocissus hypoglauca,3.dicot,native
20/03/2023,1259195,2023-03-26 10:27:36 UTC,Vitaceae,Apocissus,Apocissus hypoglauca,3.dicot,native
5/09/2023,3678274,2023-09-05 22:29:35 UTC,Vitaceae,Apocissus,Apocissus hypoglauca,3.dicot,native
2/01/2024,1138587,2024-01-02 08:07:08 UTC,Vitaceae,Apocissus,Apocissus hypoglauca,3.dicot,native
19/11/2022,2488549,2022-11-19 03:03:41 UTC,Araucariaceae,Araucaria,Araucaria cunninghamii,2.gymnosperm,introduced
12/02/2022,3978426,2022-02-12 07:01:50 UTC,Apocynaceae,Araujia,Araujia sericifera,3.dicot,introduced
13/10/2022,6029661,2022-10-13 12:08:38 UTC,Iridaceae,Aristea,Aristea ecklonii,5.monocot-colorful,introduced
20/09/2023,5435930,2023-09-25 12:15:03 UTC,Iridaceae,Aristea,Aristea ecklonii,5.monocot-colorful,introduced
9/10/2023,6308282,2023-10-14 08:48:01 UTC,Iridaceae,Aristea,Aristea ecklonii,5.monocot-colorful,introduced
11/11/2023,6209647,2023-11-30 08:47:58 UTC,Iridaceae,Aristea,Aristea ecklonii,5.monocot-colorful,introduced
25/09/2022,1138587,2022-09-25 06:58:40 UTC,Araceae,Arum,Arum italicum,5.monocot-colorful,introduced
16/07/2023,2366151,2023-07-16 10:48:52 UTC,Araceae,Arum,Arum italicum,5.monocot-colorful,introduced
24/09/2023,1138587,2023-09-26 11:16:01 UTC,Araceae,Arum,Arum italicum,5.monocot-colorful,introduced
24/09/2023,1138587,2023-09-26 11:16:01 UTC,Araceae,Arum,Arum italicum,5.monocot-colorful,introduced
24/09/2023,1138587,2023-09-26 11:16:02 UTC,Araceae,Arum,Arum italicum,5.monocot-colorful,introduced
24/09/2023,1138587,2023-09-26 11:16:02 UTC,Araceae,Arum,Arum italicum,5.monocot-colorful,introduced
24/09/2023,1138587,2023-09-27 01:50:04 UTC,Araceae,Arum,Arum italicum,5.monocot-colorful,introduced
24/09/2023,661392,2023-09-28 07:58:53 UTC,Araceae,Arum,Arum italicum,5.monocot-colorful,introduced
24/09/2023,661392,2023-09-28 09:29:29 UTC,Araceae,Arum,Arum italicum,5.monocot-colorful,introduced
20/11/2021,4916136,2021-11-20 11:32:42 UTC,Apocynaceae,Asclepias,Asclepias curassavica,3.dicot,introduced
16/07/2023,5315657,2023-07-16 05:08:21 UTC,Apocynaceae,Asclepias,Asclepias curassavica,3.dicot,introduced
16/07/2023,7001195,2023-07-16 05:08:35 UTC,Apocynaceae,Asclepias,Asclepias curassavica,3.dicot,introduced
4/10/2023,6196075,2023-10-08 02:03:06 UTC,Apocynaceae,Asclepias,Asclepias curassavica,3.dicot,introduced
13/12/2023,35619,2023-12-13 10:37:40 UTC,Apocynaceae,Asclepias,Asclepias curassavica,3.dicot,introduced
10/02/2024,7508320,2024-02-10 07:05:41 UTC,Apocynaceae,Asclepias,Asclepias curassavica,3.dicot,introduced
20/12/2023,1305186,2023-12-20 10:31:36 UTC,Asparagaceae,Asparagus,Asparagus aethiopicus,5.monocot-colorful,introduced
18/09/2020,2488549,2020-09-18 21:59:19 UTC,Asparagaceae,Asparagus,Asparagus asparagoides,5.monocot-colorful,introduced
23/12/2017,58341,2017-12-27 04:14:37 UTC,Aspleniaceae,Asplenium,Asplenium australasicum,1.ferns/primitive,native
28/07/2019,447429,2019-07-28 21:07:31 UTC,Aspleniaceae,Asplenium,Asplenium australasicum,1.ferns/primitive,native
25/08/2019,64271,2019-08-29 12:26:46 UTC,Aspleniaceae,Asplenium,Asplenium australasicum,1.ferns/primitive,native
9/05/2020,2488549,2020-05-09 02:52:03 UTC,Aspleniaceae,Asplenium,Asplenium australasicum,1.ferns/primitive,native
10/05/2020,2488549,2020-05-10 01:42:14 UTC,Aspleniaceae,Asplenium,Asplenium australasicum,1.ferns/primitive,native
21/11/2020,265090,2020-11-21 22:31:48 UTC,Aspleniaceae,Asplenium,Asplenium australasicum,1.ferns/primitive,native
21/11/2020,265090,2020-11-21 22:31:51 UTC,Aspleniaceae,Asplenium,Asplenium australasicum,1.ferns/primitive,native
12/09/2004,614054,2021-09-17 11:35:49 UTC,Aspleniaceae,Asplenium,Asplenium australasicum,1.ferns/primitive,native
30/09/2021,4887682,2021-09-30 07:41:00 UTC,Aspleniaceae,Asplenium,Asplenium australasicum,1.ferns/primitive,native
18/10/2021,4916136,2021-10-20 10:08:20 UTC,Aspleniaceae,Asplenium,Asplenium australasicum,1.ferns/primitive,native
23/10/2021,3880468,2021-10-24 11:10:46 UTC,Aspleniaceae,Asplenium,Asplenium australasicum,1.ferns/primitive,native
1/11/2021,4916136,2021-11-01 11:55:09 UTC,Aspleniaceae,Asplenium,Asplenium australasicum,1.ferns/primitive,native
